365,537,994,387,843,183,925,544,736,534;479,387,712,182,678,680,617,147,17,966
199,962,243,330,939,810,744,616,947,95;879,27,344,973,907,207,664,664,756,821
100,243,668,798,33,470,631,159,828,551;580,984,683,230,125,894,599,307,823,860
517,26,736,691,893,393,350,747,792,553;192,956,794,43,160,272,268,291,428,872
394,648,227,770,84,772,51,304,113,865;930,273,684,422,103,47,24,217,5,504
781,679,584,655,120,781,780,589,883,19;17,177,372,882,824,609,818,753,837,163
417,301,243,349,13,881,645,992,371,566;195,673,61,37,36,90,332,864,765,544
892,350,610,744,406,158,972,714,567,373;409,330,102,931,860,618,387,970,984,1000
932,499,18,438,875,347,967,295,32,409;891,146,909,464,883,138,3,490,212,357
479,962,346,852,707,978,78,118,396,415;540,938,320,132,432,901,104,956,540,794
69,782,457,171,732,574,191,66,732,202;781,322,711,866,750,357,995,51,453,621
929,549,890,658,258,684,858,802,205,978;86,69,44,739,988,16,571,923,348,705
97,646,360,481,652,596,84,236,485,984;617,492,484,675,934,876,69,389,349,285
884,363,375,54,649,349,32,398,68,845;138,286,593,47,157,982,54,156,814,936
812,977,536,432,134,828,545,306,61,929;461,432,520,193,897,880,55,506,362,962
484,157,980,885,250,336,205,118,414,968;270,746,897,211,108,32,802,571,987,744
555,974,514,595,21,581,186,162,59,598;997,10,18,279,796,189,245,972,627,314
396,733,357,536,33,348,767,450,275,139;418,803,38,762,456,640,128,90,454,268
291,710,588,126,270,437,534,707,159,105;787,790,151,176,455,559,548,361,689,637
684,242,742,797,527,635,750,831,326,574;256,773,201,100,538,300,821,523,143,500
799,821,142,762,993,743,272,934,233,707;848,861,10,325,515,23,541,908,765,358
812,297,655,920,853,225,345,324,869,490;912,718,630,747,783,846,260,687,637,711
688,8,777,739,629,728,517,808,174,702;952,947,468,480,507,516,91,918,228,376
538,710,714,593,562,614,676,469,762,656;226,815,905,184,557,33,319,261,629,209
972,201,763,152,845,619,207,588,436,569;133,706,628,878,976,918,427,865,924,338
929,653,70,563,866,968,772,503,251,594;325,368,23,621,325,137,757,669,772,497
413,914,775,687,837,541,903,319,370,545;898,658,26,564,786,168,403,296,574,283
348,333,490,132,887,448,997,487,561,413;509,273,45,257,802,718,501,774,155,563
237,142,131,110,654,492,467,523,747,35;99,375,204,161,369,632,305,362,329,993
348,892,224,2,797,979,276,101,504,406;811,679,926,870,462,993,781,340,865,123
2,504,398,863,697,156,127,134,32,250;276,471,145,715,787,979,369,957,239,650
628,717,210,363,203,62,201,890,603,31;656,169,314,405,388,311,647,52,682,970
633,918,133,784,366,811,872,770,948,764;602,225,975,458,514,829,572,607,87,273
963,595,938,74,162,879,963,576,535,32;144,381,388,157,315,155,359,286,806,747
553,811,372,70,546,665,117,12,397,599;576,434,546,31,747,452,884,987,952,56
561,533,969,281,325,331,541,353,484,253;428,533,298,946,803,324,94,563,283,61
507,570,772,463,202,906,805,255,426,431;865,1000,611,389,850,480,601,655,828,564
345,151,964,477,195,624,613,486,946,971;732,413,540,899,14,500,360,978,574,502
145,557,276,473,346,46,972,647,114,747;106,537,790,790,285,686,967,491,558,947
386,346,434,170,343,786,882,826,163,393;135,788,115,983,406,55,881,657,681,839
443,57,643,774,668,93,297,577,928,190;945,295,144,161,144,183,410,323,863,54
126,686,394,313,170,353,642,118,440,53;234,815,732,601,332,208,915,448,668,266
929,689,127,148,61,682,931,168,758,129;368,938,351,877,972,608,429,311,770,645
804,381,848,672,2,997,837,108,750,133;964,437,519,195,226,209,901,961,351,787
494,637,637,18,317,880,626,965,463,455;12,564,795,791,416,761,805,125,451,665
250,830,291,712,872,497,367,419,417,9;158,804,273,969,52,634,450,90,426,333
518,270,547,522,126,900,657,752,588,646;637,406,991,685,18,767,838,165,764,260
504,657,413,521,907,219,468,967,933,909;865,503,252,640,413,891,769,620,637,892
193,709,135,287,864,371,814,297,585,473;225,921,560,130,703,361,52,951,464,725
561,357,439,793,850,336,85,260,913,320;738,510,598,766,31,314,901,940,230,790
195,629,552,538,586,732,280,259,34,345;12,175,831,735,373,326,240,374,967,771
863,545,622,9,78,592,275,740,985,856;750,161,27,302,19,963,204,566,684,97
588,635,207,638,25,251,605,567,161,283;234,899,644,75,723,638,705,403,835,821
716,252,498,448,539,357,441,304,770,921;523,973,911,49,988,528,944,965,247,88
169,938,612,969,864,811,566,389,718,718;302,209,864,272,113,186,128,832,836,375
123,577,696,561,527,495,815,17,695,602;971,352,308,257,863,547,197,47,510,3
229,431,841,50,288,810,876,181,851,888;852,546,256,32,954,11,746,524,346,133
753,909,1000,719,189,766,413,567,417,378;549,979,660,702,173,788,669,399,129,947
141,778,593,659,572,374,512,820,516,440;497,218,275,52,250,808,1,931,942,393
384,782,728,862,34,171,720,347,120,227;233,360,343,617,124,419,663,821,127,446
778,699,374,631,241,432,642,261,81,163;336,940,446,532,854,658,630,212,464,69
337,230,909,84,591,33,636,55,283,657;101,728,192,793,133,916,183,825,280,932
444,163,53,138,787,595,215,790,272,392;239,604,828,488,137,383,329,108,331,611
781,555,886,851,715,855,332,646,564,758;386,310,357,994,869,200,568,80,701,439
747,650,136,920,43,405,295,743,687,576;352,296,186,701,279,810,757,515,284,989
572,243,756,886,63,703,322,771,348,118;856,882,362,114,371,795,791,58,405,533
166,64,282,498,401,632,14,205,812,236;283,165,416,432,119,211,59,676,32,887
809,55,277,866,965,874,807,613,211,757;791,494,785,123,926,941,728,78,740,143
159,202,990,179,90,528,432,523,728,85;264,568,599,435,744,792,30,693,134,131
429,160,9,596,110,212,742,110,209,571;784,829,162,500,945,393,996,201,410,216
800,136,110,749,66,262,345,490,543,635;731,927,256,444,170,180,507,782,239,794
42,981,721,8,81,223,883,749,752,855;769,617,266,115,410,80,515,271,288,713
562,344,341,173,676,504,465,645,728,863;250,102,723,121,122,64,193,181,606,198
340,358,806,937,964,289,348,570,251,534;213,651,94,471,224,143,806,438,493,189
681,168,552,95,913,744,456,515,286,134;319,559,746,515,327,103,785,89,594,202
468,653,260,314,354,10,42,751,471,998;592,520,954,701,389,939,578,191,22,829
433,316,979,140,249,901,728,947,982,748;321,391,183,854,62,779,978,400,672,124
243,694,571,361,554,171,211,41,863,953;716,464,415,349,543,12,536,410,202,673
96,105,133,210,244,160,588,989,302,354;364,808,201,555,581,111,415,231,727,397
924,688,325,273,52,676,860,837,455,357;846,192,888,869,14,836,195,531,296,832
874,520,963,540,680,460,617,237,944,60;102,73,489,912,814,135,472,579,643,585
429,273,50,189,643,404,351,329,220,354;802,68,98,287,515,849,658,456,562,762
734,685,945,892,421,279,669,761,933,542;274,894,599,501,697,868,82,683,54,872
727,651,596,437,617,545,107,610,767,211;742,270,420,986,73,494,394,953,730,629
750,154,272,311,890,457,53,606,65,806;340,671,697,38,101,609,481,679,687,734
958,968,791,590,533,833,877,757,45,221;510,339,536,114,70,184,930,742,971,89
385,921,79,367,366,136,353,779,726,124;896,550,170,852,771,833,443,857,415,505
455,777,277,988,163,481,486,515,25,262;5,837,908,364,666,768,316,190,336,489
78,917,685,23,793,427,184,335,289,798;675,741,921,681,308,688,268,229,386,752
50,984,575,26,914,475,778,339,924,349;7,474,201,751,543,312,591,808,979,701
95,329,203,173,351,698,516,713,783,673;729,880,496,748,15,184,988,813,832,569
216,897,49,773,574,454,88,819,504,620;816,592,145,635,899,768,293,629,428,213
674,193,275,557,187,263,373,109,243,680;58,840,82,297,209,761,574,620,288,403
715,403,514,335,434,561,15,530,284,670;417,389,815,823,37,919,653,121,426,504
538,157,665,689,135,995,696,444,233,755;95,64,316,432,408,963,454,100,398,770
112,960,667,485,614,147,929,960,918,223;876,283,291,615,190,445,796,463,329,3
222,58,16,740,44,647,457,468,75,889;12,664,438,858,939,936,328,328,768,340
293,699,112,682,987,129,404,336,230,694;112,590,961,618,808,138,64,855,886,896
865,763,467,809,806,629,115,506,417,10;288,355,299,75,544,89,28,145,377,338
283,390,542,943,793,388,76,883,392,378;49,750,649,161,64,499,256,86,96,340
145,262,503,999,578,949,417,832,978,710;33,270,465,523,392,344,403,506,350,170
996,339,280,557,834,531,819,729,811,665;131,47,247,278,225,217,94,332,676,494
982,857,515,349,681,420,536,427,627,704;433,379,450,275,827,862,43,645,992,181
902,211,998,138,816,226,418,83,214,613;524,944,598,947,143,527,735,594,833,775
261,452,449,154,526,57,254,398,774,369;338,535,317,689,70,24,862,436,30,165
413,32,289,245,859,367,350,866,759,234;654,289,196,823,585,698,696,760,416,826
215,411,760,217,811,623,445,899,252,150;111,574,74,669,661,398,228,105,188,604
846,267,332,519,509,972,181,337,586,112;244,691,379,293,221,375,918,490,780,111
305,99,623,564,889,239,749,796,136,400;486,93,585,850,182,476,347,730,174,666
239,368,177,767,519,104,746,518,827,812;10,496,579,3,703,393,923,448,166,920
984,5,486,282,999,843,796,656,115,947;311,593,770,328,100,783,745,986,546,687
640,664,617,893,400,432,461,583,668,95;811,681,704,20,304,689,324,223,78,580
153,929,611,669,844,323,229,616,748,129;425,583,3,565,777,573,738,320,84,189
469,496,234,419,114,880,903,722,993,202;233,794,216,155,459,525,798,853,986,422
495,680,915,919,538,972,239,655,809,451;308,970,637,551,547,248,488,724,261,396
663,37,37,975,776,401,526,807,780,863;311,17,387,24,726,441,505,246,188,111
2,195,786,530,131,640,726,359,525,276;172,508,633,866,113,423,861,560,701,342
778,39,194,815,133,745,236,554,873,178;557,7,206,845,589,412,902,267,581,66
798,727,18,372,103,78,453,734,105,87;344,145,564,927,345,233,859,105,818,877
119,214,568,772,587,633,734,714,841,800;744,440,458,110,217,409,969,499,586,982
460,833,627,759,105,14,109,48,595,18;544,573,126,984,104,940,119,267,629,135
197,438,579,543,825,635,99,276,591,848;675,289,269,264,43,758,659,949,870,457
256,858,853,967,507,240,44,687,353,952;255,729,783,181,852,183,649,66,580,320
951,842,681,633,220,863,67,387,758,366;966,488,959,943,715,257,100,891,68,689
353,529,344,14,953,755,506,895,285,119;383,977,446,271,378,512,418,648,481,899
58,784,587,567,544,340,50,348,905,596;475,185,272,976,173,161,516,817,45,653
369,151,159,658,917,817,517,923,159,570;339,253,153,705,263,981,292,166,602,285
714,88,178,34,372,694,23,27,193,297;995,72,749,380,993,490,832,746,296,677
773,574,315,420,756,708,105,860,278,902;258,453,640,367,859,83,414,402,108,497
958,399,831,275,115,237,455,693,961,24;815,207,797,28,715,197,333,808,451,851
418,872,947,273,755,253,467,295,801,222;753,700,572,89,848,801,940,820,358,538
491,684,231,644,512,603,711,750,265,482;663,854,596,560,798,101,719,302,507,83
80,237,835,589,530,504,271,938,167,370;154,372,888,72,197,412,101,670,814,556
635,639,919,15,988,642,79,892,171,296;760,65,474,806,690,171,483,319,754,627
921,615,433,836,960,233,265,676,792,961;798,735,49,43,35,419,291,550,113,90
653,861,176,417,805,405,507,5,931,391;447,708,419,492,140,703,740,86,134,792
847,745,595,137,675,858,175,206,628,327;585,900,641,466,987,225,220,321,290,329
511,335,505,742,464,618,412,709,529,696;482,58,18,789,871,491,418,553,84,797
779,823,454,714,268,164,741,753,965,770;931,10,457,71,965,538,311,315,290,70
470,917,687,820,773,803,189,612,555,989;639,645,100,351,823,713,956,27,386,871
84,562,487,728,433,728,572,469,453,448;921,787,327,967,606,368,393,411,979,111
64,79,746,934,52,469,605,738,965,222;955,715,874,922,121,562,280,894,842,881
864,490,762,809,967,167,603,525,175,418;752,427,620,703,501,994,249,21,412,390
193,195,635,259,474,38,434,73,373,849;281,308,140,282,114,528,216,509,633,545
535,266,593,97,830,67,215,319,750,99;152,464,371,689,75,224,624,584,264,486
604,295,334,138,154,135,543,936,676,350;457,848,904,522,915,147,218,523,35,560
830,370,799,799,430,159,941,506,391,76;286,664,395,108,49,987,444,838,102,3
760,681,767,928,166,295,661,142,735,943;815,960,596,918,116,548,422,886,902,715
603,24,334,805,903,776,810,229,521,476;730,23,384,96,408,346,559,282,972,782
517,289,804,434,443,520,139,679,809,328;189,742,533,169,440,946,783,519,283,794
658,649,167,153,503,395,753,97,855,274;462,970,149,27,375,855,122,768,291,658
723,314,137,411,995,788,786,598,617,203;528,100,189,903,149,994,362,455,67,270
98,491,5,359,380,304,556,246,127,623;245,765,516,898,783,687,985,483,968,390
853,657,295,600,171,237,859,215,865,900;453,156,837,990,705,896,957,927,631,75
673,889,208,597,836,936,666,325,579,715;209,387,537,544,849,614,840,150,284,393
310,638,84,603,198,680,704,686,433,492;199,731,144,72,815,597,192,988,740,864
199,400,434,964,347,374,640,183,929,308;174,19,421,760,781,624,460,623,545,358
284,239,714,13,118,464,93,421,333,151;425,346,249,353,606,973,340,987,311,896
437,880,899,301,55,123,805,211,879,171;550,804,770,260,341,319,250,707,920,19
929,632,623,499,166,48,28,153,665,83;945,534,669,953,769,958,435,159,271,157
534,953,481,900,832,448,704,891,333,953;941,523,156,356,373,957,174,539,548,512
398,108,44,687,284,973,984,736,846,237;175,51,371,908,248,543,71,881,745,445
779,984,395,168,443,629,573,962,614,226;424,119,225,249,408,3,525,155,822,99
836,108,211,154,19,393,116,996,280,869;613,287,829,27,436,826,656,961,47,243
628,188,686,332,431,725,173,428,991,552;635,908,707,561,760,366,345,746,225,499
504,590,135,362,751,772,777,658,146,805;371,856,411,101,328,294,747,810,482,364
402,71,406,774,162,357,810,570,602,837;354,247,737,243,151,838,991,771,329,822
813,877,10,345,339,562,447,577,742,198;934,170,879,910,191,63,265,829,584,282
993,743,861,823,493,559,140,261,385,792;780,195,293,708,604,495,401,44,530,979
748,455,331,210,4,583,265,262,422,174;969,630,639,974,177,985,966,632,189,627
493,589,212,175,624,316,813,812,488,280;59,572,546,942,152,866,782,104,626,532
705,102,844,931,740,336,138,632,830,675;661,125,489,259,936,100,105,209,234,670
216,368,968,916,271,202,948,116,823,180;526,273,436,225,411,166,808,428,444,854
559,285,589,996,752,237,171,780,332,958;183,188,620,463,821,952,919,824,226,384
392,99,618,51,533,210,297,467,470,275;866,70,616,413,791,87,64,112,783,838
193,627,320,536,349,5,167,683,32,702;546,722,659,740,580,345,489,597,100,971
432,641,294,44,921,339,238,533,785,874;12,153,270,87,120,352,72,617,127,72
32,452,182,516,236,730,725,313,145,568;252,522,501,926,804,656,963,317,945,154
72,730,805,215,965,60,14,198,743,284;191,539,951,616,146,134,299,676,447,409
429,952,781,265,225,637,665,413,670,120;293,52,769,113,158,746,796,919,978,348
489,69,49,408,458,339,542,353,211,120;351,310,384,44,863,593,695,643,713,393
788,78,976,554,691,201,306,156,230,435;849,890,94,799,941,648,210,589,679,589
595,471,2,550,70,524,241,110,33,113;646,843,807,636,301,949,471,59,378,176
332,990,325,667,427,966,730,775,800,76;714,999,547,469,280,105,408,287,868,834
742,713,183,372,228,919,669,514,231,415;731,488,225,713,374,433,665,289,46,492
580,651,752,751,936,614,298,936,658,654;109,816,867,836,997,574,758,805,89,206
623,858,495,419,69,521,126,39,68,438;371,188,115,927,91,944,610,495,281,92
171,302,722,81,932,505,402,629,557,780;314,814,152,406,21,593,865,947,581,418
148,235,808,697,779,648,824,890,130,934;281,564,500,320,662,598,246,271,565,644
474,107,916,739,208,696,860,40,507,200;246,732,412,286,573,419,924,186,671,789
824,915,992,227,985,144,32,490,257,43;127,699,51,28,616,411,137,481,522,235
930,269,759,241,38,312,310,621,780,802;840,504,59,175,711,471,334,387,804,885
819,637,21,571,571,731,897,711,986,10;776,716,252,633,440,861,286,106,533,75
72,440,255,356,694,327,907,547,555,192;376,209,663,720,1,397,876,223,587,520
865,565,857,737,847,193,248,139,31,928;52,88,992,502,944,638,403,417,521,869
786,880,24,662,952,915,405,686,957,354;15,149,977,859,474,532,690,289,225,600
619,170,481,969,349,251,792,470,332,456;623,787,293,20,9,923,954,121,526,11
134,389,165,197,109,522,425,54,549,663;365,520,149,95,855,167,477,505,770,160
23,363,819,589,774,126,104,800,813,308;218,891,273,795,283,554,986,530,796,354
514,900,761,940,956,366,389,72,890,509;443,840,975,106,789,261,499,259,681,418
38,55,856,947,176,97,825,702,869,527;51,515,980,180,928,298,155,9,839,731
720,278,356,400,752,28,353,824,464,663;2,979,158,348,200,950,840,671,572,618
27,624,509,302,670,775,177,761,731,211;519,86,382,684,265,301,771,676,522,388
68,636,518,505,435,598,585,688,269,288;72,686,693,100,503,859,637,715,90,888
588,150,236,815,628,463,745,827,268,48;614,517,565,112,751,331,89,735,541,104
628,689,5,476,222,238,39,211,362,176;247,255,174,568,403,277,765,643,3,86
259,413,870,317,738,240,172,896,712,200;80,339,482,134,49,714,178,514,125,99
856,579,321,122,372,833,565,346,743,837;513,538,597,317,334,183,808,347,655,585
134,745,689,519,93,632,882,486,192,172;74,303,689,681,645,852,741,414,895,742
499,786,486,667,399,14,646,972,244,614;585,362,56,143,437,245,645,300,479,371
829,169,248,947,390,858,819,983,847,272;228,709,723,80,78,817,661,706,762,766
966,217,792,405,417,479,633,262,972,715;686,534,370,913,491,296,456,56,912,564
367,811,240,795,615,516,289,481,735,278;737,39,554,150,170,477,396,186,319,650
490,449,279,235,864,291,155,264,587,446;922,569,693,202,162,601,53,204,54,350
339,658,981,196,98,375,713,703,157,52;483,709,677,501,811,304,338,535,346,278
149,395,879,379,228,564,103,632,783,349;376,756,851,642,293,241,61,892,759,305
711,97,594,252,8,959,724,191,290,674;941,197,832,406,229,86,911,777,844,110
159,460,868,198,755,769,985,577,797,713;454,72,45,372,480,42,488,533,435,516
678,954,711,581,287,466,46,76,461,14;23,355,820,627,601,996,943,401,12,568
430,772,971,247,31,217,116,748,293,753;43,375,855,616,494,470,386,695,698,295
980,149,20,947,952,986,539,991,650,314;804,740,45,655,227,86,796,137,81,982
488,870,374,524,381,121,997,318,620,870;927,138,383,353,780,928,128,526,19,189
766,752,827,427,945,548,312,745,449,430;374,938,759,681,76,662,197,90,563,164
968,226,539,910,287,355,674,584,938,903;537,148,713,40,837,155,436,389,934,92
861,313,230,358,753,172,837,306,455,531;283,739,612,810,843,657,783,221,853,267
470,627,97,415,650,794,900,493,318,128;534,620,349,51,226,580,540,993,312,975
520,377,677,202,647,442,627,34,556,636;854,924,191,549,786,898,18,403,286,718
723,883,27,245,582,713,807,903,41,307;686,563,499,505,634,517,596,879,198,1000
963,561,302,850,521,955,45,519,596,555;456,185,297,511,740,188,512,535,444,611
966,302,948,404,693,413,238,245,1000,595;828,598,655,389,278,625,938,857,905,647
461,275,428,405,956,668,565,57,164,308;136,852,943,602,472,460,968,979,111,866
755,962,443,89,288,601,429,506,779,292;691,507,886,418,944,877,163,924,577,222
332,776,964,73,738,655,487,398,59,415;665,699,192,768,840,376,521,446,962,701
316,186,694,135,524,866,275,577,420,830;730,957,279,896,199,526,419,441,336,904
919,677,391,675,606,652,794,932,547,287;257,537,336,972,769,985,944,514,864,401
907,963,474,762,364,982,958,74,532,537;106,164,580,763,551,657,591,5,17,734
308,224,656,249,650,27,559,193,357,918;495,320,794,507,787,743,892,997,28,108
467,297,410,379,579,542,388,475,769,729;922,438,697,498,944,626,986,752,563,543
354,345,939,683,657,615,141,27,503,139;658,5,773,862,269,823,618,326,538,216
445,821,170,74,821,741,869,689,593,254;276,322,779,185,36,118,907,814,1000,466
655,995,638,90,729,777,390,313,872,606;352,944,647,873,783,368,499,756,285,959
616,215,634,148,44,858,162,657,867,659;877,328,594,80,264,816,202,118,346,711
104,452,899,718,959,779,278,960,537,231;470,30,714,546,973,567,949,68,991,385
783,368,99,238,451,975,245,631,644,917;917,783,803,391,89,969,302,535,167,567
925,180,12,40,281,669,121,880,521,392;591,107,686,405,4,160,319,70,493,773
311,889,358,667,572,649,298,727,360,106;179,622,239,972,153,416,142,866,164,675
689,158,441,890,998,476,708,463,296,62;701,334,426,835,23,670,948,294,434,887
62,168,372,760,433,907,803,566,700,230;409,190,669,463,769,338,637,623,49,204
267,534,30,791,492,460,733,369,926,148;635,227,839,583,663,575,604,388,904,852
906,727,715,584,979,496,3,819,578,663;117,340,350,399,179,186,510,404,835,384
967,142,886,77,230,341,848,587,498,433;299,438,106,14,207,398,604,282,312,417
215,353,889,193,922,727,782,802,942,10;969,276,45,913,582,544,871,571,272,251
818,255,769,906,389,405,81,449,709,953;703,582,360,134,447,831,990,813,884,595
581,489,803,362,438,834,980,245,532,675;524,391,43,635,395,39,585,649,757,357
285,784,126,594,333,946,321,965,789,979;785,51,864,370,725,13,774,294,707,239
424,745,304,529,371,16,69,676,564,123;979,681,326,245,681,728,342,99,151,816
144,452,706,405,129,298,841,336,909,606;86,816,264,138,744,190,762,848,929,820
729,566,613,320,58,473,675,71,995,669;983,693,924,395,608,246,422,773,726,917
663,120,300,884,400,209,724,966,310,327;932,3,645,664,725,986,408,510,400,36
172,703,121,848,321,690,16,906,467,448;8,810,353,897,632,754,931,113,622,788
915,469,309,11,101,691,493,164,234,792;812,901,992,896,801,82,497,386,18,572
549,750,932,87,794,786,403,174,355,702;490,482,893,468,806,875,594,528,637,850
578,523,76,740,983,815,778,802,68,851;225,1000,324,586,883,605,54,568,681,236
540,620,29,852,703,305,625,815,272,437;664,168,165,289,870,162,919,431,597,955
214,6,233,537,704,735,735,28,783,42;506,452,838,316,829,433,100,673,222,391
750,123,363,823,499,417,111,649,542,616;837,807,109,150,888,506,716,492,573,666
381,158,905,462,772,888,168,595,558,277;901,231,722,198,100,528,667,870,323,64
102,429,955,504,3,277,753,777,78,177;666,332,738,361,857,39,177,298,503,33
998,161,347,448,393,323,601,60,727,947;276,846,449,231,644,51,558,654,855,661
611,762,181,495,850,634,979,980,826,820;455,242,610,140,294,42,924,570,896,96
302,939,161,594,900,658,720,272,813,119;671,963,645,988,86,566,957,956,607,162
652,214,882,922,94,964,747,475,781,33;922,40,941,762,942,989,638,818,345,880
696,884,887,379,729,240,180,382,939,77;963,682,412,7,302,724,751,283,5,469
428,280,477,641,256,589,699,286,418,77;417,209,867,504,639,8,493,629,353,303
16,819,255,555,544,461,853,540,978,940;26,111,226,333,214,534,573,389,277,928
521,792,526,728,525,759,296,66,401,269;366,438,291,892,192,378,528,576,909,319
890,144,740,792,360,157,806,527,8,965;54,455,730,696,25,194,507,93,243,559
546,168,618,652,480,697,379,306,390,100;201,243,479,977,961,60,145,353,781,139
766,376,825,788,835,565,931,981,927,199;617,121,322,826,823,741,64,639,545,273
161,484,610,425,194,247,938,512,351,349;255,748,769,261,293,521,390,10,752,712
701,615,468,880,379,573,296,500,534,599;433,588,874,785,836,320,606,936,259,620
126,125,982,791,1,873,764,767,80,515;44,686,920,116,257,362,635,617,306,634
174,731,151,768,59,849,251,141,554,435;48,942,871,462,106,697,633,490,854,416
441,768,76,937,852,502,164,959,414,328;336,776,746,433,80,94,658,970,967,538
827,507,820,177,797,653,216,220,711,78;213,260,154,226,324,708,432,3,240,154
428,728,323,729,346,447,841,55,383,27;461,787,797,817,38,632,903,479,470,23
86,942,372,815,240,748,192,225,263,982;568,320,587,869,894,556,469,954,51,427
730,559,128,852,39,537,816,360,342,150;85,872,495,176,962,742,291,997,803,321
665,744,228,485,328,334,982,162,157,214;273,658,849,185,336,847,265,789,553,891
878,878,789,696,755,622,181,961,726,259;961,772,645,392,698,586,975,41,651,250
996,718,998,623,27,777,428,651,306,320;793,235,249,859,996,588,180,108,337,620
102,517,124,885,962,747,971,535,593,972;363,380,123,201,788,479,255,108,618,808
95,788,264,169,206,466,3,20,56,954;74,601,850,636,648,122,504,937,401,675
111,501,785,681,564,488,480,609,27,250;340,813,780,852,390,826,824,338,825,240
393,732,714,893,401,290,823,111,158,553;871,244,499,372,19,163,916,733,380,487
665,74,404,69,246,126,499,681,104,64;1000,145,84,307,915,535,16,413,686,346
40,608,997,765,345,596,287,375,541,446;613,458,527,838,18,397,788,495,455,845
368,465,665,610,558,330,403,576,327,297;843,287,942,397,905,441,818,422,890,42
491,228,568,411,25,572,139,734,144,936;487,495,771,16,419,207,972,909,653,986
101,156,686,953,988,847,353,448,943,856;393,690,11,232,239,213,758,277,699,826
610,41,475,584,975,246,912,887,356,364;605,605,692,206,53,502,580,529,397,353
916,467,792,229,350,774,157,32,182,153;153,638,400,606,893,612,574,997,322,445
780,755,475,613,105,437,469,113,27,994;604,351,161,960,491,734,146,478,264,383
203,921,570,732,18,782,620,723,788,364;378,366,904,459,537,376,497,655,875,42
831,634,861,57,845,401,858,893,433,897;67,911,6,411,287,813,268,565,239,232
150,259,194,465,347,158,590,623,571,635;51,606,732,91,497,327,262,205,572,826
689,211,352,405,165,353,882,69,945,329;717,995,78,319,977,628,916,194,238,700
816,315,17,331,77,399,848,597,681,399;502,602,545,360,351,306,122,407,743,282
959,923,341,773,852,618,522,955,483,351;48,688,669,796,585,745,142,639,473,834
232,170,719,348,119,303,655,211,513,478;314,435,797,409,541,183,470,72,251,350
937,816,325,324,15,836,625,542,645,224;326,124,241,223,737,598,928,656,166,767
819,623,911,409,763,884,835,612,964,872;632,888,300,726,840,224,211,444,153,955
472,400,160,925,100,594,248,320,906,697;333,305,439,537,395,973,624,44,294,97
344,509,698,715,162,862,454,653,680,165;9,865,946,453,769,888,831,245,185,731
903,617,757,568,663,454,729,317,262,731;964,846,447,695,231,630,529,552,415,207
561,164,293,32,881,455,702,560,986,575;512,291,155,91,603,951,29,569,19,419
678,87,396,111,347,443,989,86,12,485;283,725,366,18,75,11,279,944,989,843
261,635,952,244,646,205,175,469,75,220;692,678,317,66,213,215,546,81,366,936
620,694,261,888,75,717,110,10,499,815;648,637,651,127,954,93,374,962,792,752
657,634,571,38,771,706,212,642,969,951;226,849,280,49,638,273,506,74,514,194
241,551,221,435,341,113,114,178,716,9;798,757,487,716,629,700,612,519,611,974
186,871,843,461,32,942,585,244,345,547;723,817,987,240,211,473,437,731,389,379
448,220,913,977,223,184,303,759,915,539;624,950,543,412,874,565,65,557,479,598
366,513,374,296,259,61,951,470,314,966;306,801,397,827,562,527,380,521,231,216
157,824,254,680,134,567,413,445,702,471;734,874,572,222,282,573,540,181,939,283
846,500,870,333,114,461,441,609,754,113;575,987,347,735,841,729,26,551,475,481
403,684,810,164,491,757,577,949,993,920;382,430,98,336,722,703,803,388,621,65
317,567,160,765,622,519,803,304,236,234;121,758,335,32,493,343,789,781,118,750
220,260,78,323,50,901,656,259,280,119;811,292,263,394,170,601,101,981,331,984
993,525,531,324,340,274,396,235,842,291;366,471,574,776,358,998,188,226,345,124
547,88,465,243,435,705,275,513,935,781;4,271,1000,803,463,884,952,310,724,917
610,315,296,967,103,864,194,778,870,417;529,932,582,808,412,945,436,313,539,466
410,866,745,693,902,125,893,121,331,826;841,503,99,431,181,340,636,440,851,763
694,870,473,391,53,114,594,163,255,310;49,298,211,955,160,29,352,190,87,36
154,240,120,995,986,614,581,55,76,545;820,307,316,103,400,98,758,599,291,387
699,442,913,482,472,280,614,245,867,406;524,43,870,683,428,818,850,777,628,957
610,300,194,704,298,546,686,302,938,908;31,827,947,289,510,274,972,753,457,643
889,268,174,189,113,453,244,475,746,642;463,3,538,401,488,787,625,948,492,119
815,458,115,91,901,15,594,115,27,454;526,574,793,955,448,542,452,335,482,150
899,969,169,298,797,715,694,678,4,556;197,360,181,406,625,820,16,971,542,389
201,779,763,572,721,377,510,887,964,508;73,996,769,243,79,418,336,224,576,422
166,510,1,730,731,213,186,490,995,33;807,353,999,241,232,661,195,84,958,641
649,685,507,310,190,204,568,356,933,487;798,29,79,572,796,65,325,127,725,875
550,762,564,588,415,668,827,441,656,290;49,577,19,776,860,67,548,230,284,733
927,386,51,119,352,87,190,463,786,163;698,267,847,623,839,62,264,525,103,591
247,586,986,154,379,351,912,838,784,947;504,771,433,965,645,743,663,554,290,587
658,547,951,574,532,70,746,333,866,564;450,110,189,103,812,100,300,615,501,513
3,644,779,936,607,499,572,744,869,565;190,562,585,910,229,53,819,509,298,228
898,612,64,290,266,533,494,147,688,911;719,176,172,761,348,355,766,944,970,183
